search_term,name,category,size,pack,unit_price,case_price,url
hoagie rolls,Franz Bakery Hoagie Rolls,"BREADS, SANDWICH ROLLS, FROZEN",16 OZ,1,4.39,,https://www.chefstore.com/p/franz-bakery-hoagie-rolls_3643444/
hoagie rolls,Oroweat Hoagie Roll,"ROLLS & SOFT BREADSTICKS, SHELF STABLE",6/2.5 OZ,1,2.89,,https://www.chefstore.com/p/oroweat-hoagie-roll_5093721/
hoagie rolls,Franz Bakery Hoagies Original,"ROLLS, BREADSTICKS & BREADS, MEAL ACCOMPANIMENT, FROZEN",12 EA,1,4.29,,https://www.chefstore.com/p/franz-bakery-hoagies-original_9033620/
sub rolls,NOT FOUND AT THIS STORE,,,,,,
cauliflower,Tanimura & Antle Cauliflower,"CAULIFLOWER, FRESH",1 EA,12,3.99,47.09,https://www.chefstore.com/p/tanimura-antle-cauliflower_6681788/
cauliflower,Gold Coast Cauliflower Florets,"CAULIFLOWER, FRESH, VALUE ADDED",48 OZ,4,10.79,42.79,https://www.chefstore.com/p/gold-coast-cauliflower-florets_1077019/
cauliflower,Deiorio's Gluten-free 10 Inch Cauliflower Pizza Crust,"PIZZA CRUST, PARBAKED, FROZEN",24/7.4 OZ,1,97.69,,https://www.chefstore.com/p/deiorios-gluten-free-10-inch-cauliflower-pizza-crust_0416559/
cauliflower,Rich's Seasoned Frozen Cauliflower Pizza Crust 10 Inch Parbaked,"PIZZA CRUST, PARBAKED, FROZEN",16/5.2 OZ,1,44.09,,https://www.chefstore.com/p/richs-seasoned-frozen-cauliflower-pizza-crust-10-inch-parbaked_1047397/
potatoes,Russet Potatoes 10 Lb,"POTATOES, WHOLE (WHITE), FRESH",10 LB,5,2.89,14.29,https://www.chefstore.com/p/russet-potatoes-10-lb_2827270/
potatoes,Russet Potatoes #2,"POTATOES, WHOLE (WHITE), FRESH",50 LB,1,12.99,,https://www.chefstore.com/p/russet-potatoes-2_2055960/
potatoes,Yellow Potatoes #2 15lbs,"POTATOES, YELLOW, FRESH, VALUE ADDED",15 LB,4,7.09,28.09,https://www.chefstore.com/p/yellow-potatoes-2-15lbs_2265113/
potatoes,Russet Potatoes 90 Count,"POTATOES, WHOLE (WHITE), FRESH",50 LB,1,12.99,,https://www.chefstore.com/p/russet-potatoes-90-count_4441394/
potatoes,Flav-r-pac Diced Red Potatoes,"POTATOES, RED, FROZEN",5 LB,4,6.49,24.49,https://www.chefstore.com/p/flav-r-pac-diced-red-potatoes_7153786/
potatoes,Russet Potatoes #2 15 Lb,"POTATOES, WHOLE (WHITE), FRESH",15 LB,4,5.89,23.49,https://www.chefstore.com/p/russet-potatoes-2-15-lb_9039067/
potatoes,Red Potatoes #2 50 Pound,"POTATOES, RED, FRESH",50 LB,1,18.99,,https://www.chefstore.com/p/red-potatoes-2-50-pound_0862912/
potatoes,Monarch Large Whole Potatoes,"POTATOES, WHOLE & SMALL, CANNED",#10 CN,6,7.69,43.69,https://www.chefstore.com/p/monarch-large-whole-potatoes_4329058/
potatoes,Yellow #2 Potatoes,"POTATOES, YELLOW, WHOLE, FRESH",50 LB,1,20.19,,https://www.chefstore.com/p/yellow-2-potatoes_6824783/
potatoes,Russet Potatoes 70 Count,"POTATOES, WHOLE (WHITE), FRESH",50 LB,1,18.19,,https://www.chefstore.com/p/russet-potatoes-70-count_9000977/
lemons,Lemons 5 Lb Bag,"LEMONS, FRESH",5 LB,8,4.99,39.69,https://www.chefstore.com/p/lemons-5-lb-bag_3626122/
lemons,Lemons 115 Count,"LEMONS, FRESH",115 EA,1,34.49,,https://www.chefstore.com/p/lemons-115-count_7265754/
lemons,Realemon Lemon Juice,"LEMON JUICE, SHELF STABLE",1 GA,4,13.49,47.79,https://www.chefstore.com/p/realemon-lemon-juice_6010243/
lemons,Perricone Perricone Farms Fresh Lemon Juice,"LEMON JUICE, REFRIGERATED",64 OZ,6,8.79,50.39,https://www.chefstore.com/p/perricone-perricone-farms-fresh-lemon-juice_9749571/
lemons,Sweet Street Desserts Luscious Lemon Squares Unsliced,"CAKES, OTHER, FROZEN (NOT SHEET, LAYER OR BUNDT)",38 OZ,4,25.49,98.09,https://www.chefstore.com/p/sweet-street-desserts-luscious-lemon-squares-unsliced_2300792/
lemons,Dawn Food R & H Lemon Topping And Pie Filling,"FILLINGS, FRUIT (BAKERY), SHELF STABLE",2 LB,12,6.99,78.19,https://www.chefstore.com/p/dawn-food-r-h-lemon-topping-pie-filling_9878727/
lemons,Seattle's Favorite Lemon Poppy Seed Muffin Tops,"MUFFINS, THAW & SERVE, FROZEN",6 EA,8,13.29,102.09,https://www.chefstore.com/p/seattles-favorite-lemon-poppy-seed-muffin-tops_2199905/
lemons,Lawry's Garlic Rosemary & Lemon Rub,"SEASONINGS, SPICE BLENDS & MARINADES",22 OZ,1,14.89,,https://www.chefstore.com/p/lawrys-garlic-rosemary-lemon-rub_1011243/
lemons,Davinci Espresso Syrup Lemon,"SYRUP, FLAVORED, ITALIAN STYLE & DRINK FLAVORINGS",750 ML,4,7.99,31.49,https://www.chefstore.com/p/davinci-espresso-syrup-lemon_1364166/
lemons,Monin Lemon Syrup,"SYRUP, FLAVORED, ITALIAN STYLE & DRINK FLAVORINGS",25.4 OZ,12,11.29,131.19,https://www.chefstore.com/p/monin-lemon-syrup_6544019/
garlic,The Garlic Company Whole Garlic,"GARLIC, FRESH",3 LB,10,10.19,101.29,https://www.chefstore.com/p/the-garlic-company-whole-garlic_3739472/
garlic,Peeled Garlic 3lb Bag,"GARLIC, VALUE ADDED, FRESH",3 LB,6,14.99,89.59,https://www.chefstore.com/p/peeled-garlic-3lb-bag_7034861/
garlic,Christopher Ranch California Peeled Garlic 5 Pound,"GARLIC, VALUE ADDED, FRESH",5 LB,4,22.99,91.89,https://www.chefstore.com/p/christopher-ranch-california-peeled-garlic-5-pound_3617665/
garlic,Minced Garlic Jar - 48 Oz.,"VEGETABLES, OTHER, CANNED",48 OZ,6,7.99,45.59,https://www.chefstore.com/p/minced-garlic-jar-48-oz_1165953/
garlic,California Diced Garlic Bag 3 Lb,"GARLIC, VALUE ADDED, FRESH",3 LB,6,11.99,71.49,https://www.chefstore.com/p/california-diced-garlic-bag-3-lb_0371251/
garlic,Christopher Ranch Roasted Peeled Garlic,"GARLIC, VALUE ADDED, FRESH",3 LB,6,17.49,104.49,https://www.chefstore.com/p/christopher-ranch-roasted-peeled-garlic_1251644/
garlic,Kings Gourmet Chopped Garlic In Water,"GARLIC OR SHALLOTS, IN OIL/WATER, SHELF STABLE",32 OZ,4,10.19,39.29,https://www.chefstore.com/p/kings-gourmet-chopped-garlic-in-water_4044125/
garlic,Christopher Ranch Crushed Garlic,"GARLIC, VALUE ADDED, FRESH",32 OZ,6,8.29,49.69,https://www.chefstore.com/p/christopher-ranch-crushed-garlic_2924273/
garlic,Mccormick Granulated Garlic,SPICES,26 OZ,1,23.39,,https://www.chefstore.com/p/mccormick-granulated-garlic_1017346/
garlic,Chef's Classic Kings Gourmet Chopped Garlic With Canola Oil,"GARLIC OR SHALLOTS, IN OIL/WATER, SHELF STABLE",32 OZ,4,9.69,37.59,https://www.chefstore.com/p/chefs-classic-kings-gourmet-chopped-garlic-with-canola-oil_2062647/
salt,Diamond Crystal Plain Salt 25 Pounds,"SALT, BULK (FOR FOOD)",25 LB,1,7.99,,https://www.chefstore.com/p/diamond-crystal-plain-salt-25-pounds_5378260/
salt,Unfi Essential Everyday Plain Table Salt,"SALT, BULK (FOR FOOD)",26 OZ,24,1.09,23.49,https://www.chefstore.com/p/unfi-essential-everyday-plain-table-salt_7552744/
salt,Morton Kosher Salt,"SALT, BULK (FOR FOOD)",3 LB,12,4.49,50.69,https://www.chefstore.com/p/morton-kosher-salt_3002128/
salt,Morton Natural Sea Salt,"SALT, BULK (FOR FOOD)",26 OZ,12,3.49,39.19,https://www.chefstore.com/p/morton-natural-sea-salt_7729817/
salt,Cargill Top Flo Evaporated Salt,"SALT, BULK (FOR FOOD)",50 LB,1,9.49,,https://www.chefstore.com/p/cargill-top-flo-evaporated-salt_1124379/
salt,Morton Salt & Pepper,"SEASONINGS, SPICE BLENDS & MARINADES",1 ST,12,2.99,34.09,https://www.chefstore.com/p/morton-salt-pepper_8978132/
salt,Thunder Group Salt & Pepper Panel Shaker 1 Oz,"TABLETOP SERVINGWARE, NON DISPOSABLE",6 EA,1,5.89,,https://www.chefstore.com/p/thunder-group-salt-pepper-panel-shaker-1-oz_5251121/
salt,Thunder Group Salt & Pepper Shaker Square 2 Ounce,"DINNERWARE, GLASS",6 EA,1,8.29,,https://www.chefstore.com/p/thunder-group-salt-pepper-shaker-square-2-ounce_7015646/
salt,Thunder Group Salt & Pepper Tower Shaker 1 Ounce,"SCOOPS, DISHERS, SHAKERS NOT SALT & PEPPER",6 EA,1,6.69,,https://www.chefstore.com/p/thunder-group-salt-pepper-tower-shaker-1-ounce_9852200/
salt,Winco Acrylic Pepper Grinder/salt Shaker 6 Inch,"TABLETOP SERVINGWARE, NON DISPOSABLE",1 ST,1,28.79,,https://www.chefstore.com/p/winco-acrylic-pepper-grindersalt-shaker-6-inch_9875482/
black pepper,Monarch Whole Black Peppercorns,"PEPPER, BULK",13 OZ,4,14.39,57.49,https://www.chefstore.com/p/monarch-whole-black-peppercorns_2955267/
black pepper,Monarch Regular Grind Black Pepper,"PEPPER, BULK",11 OZ,4,12.49,49.89,https://www.chefstore.com/p/monarch-regular-grind-black-pepper_3854516/
black pepper,Monarch Coarse Ground Black Pepper,"PEPPER, BULK",11 OZ,4,11.99,47.89,https://www.chefstore.com/p/monarch-coarse-ground-black-pepper_2900491/
black pepper,Mccormick Ground Black Pepper,"PEPPER, BULK",18 OZ,1,23.39,,https://www.chefstore.com/p/mccormick-ground-black-pepper_1011108/
black pepper,Mccormick Handy Fill Black Pepper Pouch,"PEPPER, BULK",2 LB,1,33.99,,https://www.chefstore.com/p/mccormick-handy-fill-black-pepper-pouch_1011042/
black pepper,Mccormick Table Grind Black Pepper,"PEPPER, BULK",5 LB,1,85.19,,https://www.chefstore.com/p/mccormick-table-grind-black-pepper_1011060/
black pepper,Mccormick Coarse Grind Black Pepper,"PEPPER, BULK",16 OZ,1,26.79,,https://www.chefstore.com/p/mccormick-coarse-grind-black-pepper_1011053/
black pepper,Mccormick Cracked Black Pepper,"PEPPER, BULK",16 OZ,1,24.29,,https://www.chefstore.com/p/mccormick-cracked-black-pepper_1011134/
black pepper,Mccormick Ground Black Pepper,"PEPPER, BULK",5 LB,1,85.19,,https://www.chefstore.com/p/mccormick-ground-black-pepper_1011037/
black pepper,Mccormick Table Grind Black Pepper,"PEPPER, BULK",18 OZ,1,19.69,,https://www.chefstore.com/p/mccormick-table-grind-black-pepper_1011137/
flour,Grain Craft All-purpose Flour Unbleached Enriched,FLOUR,50 LB,1,22.19,,https://www.chefstore.com/p/grain-craft-all-purpose-flour-unbleached-enriched_6323917/
flour,Gold Medal All Purpose Flour,FLOUR,5 LB,8,5.89,43.69,https://www.chefstore.com/p/gold-medal-all-purpose-flour_4202297/
flour,Bob's Red Mill Artisan Bread Flour,FLOUR,25 LB,1,27.59,,https://www.chefstore.com/p/bobs-red-mill-artisan-bread-flour_3677326/
flour,Morbread Unbleached Flour,FLOUR,25 LB,1,10.99,,https://www.chefstore.com/p/morbread-unbleached-flour_4022570/
flour,Grain Craft Neapolitan Italian Style Pizza Flour,FLOUR,25 LB,1,11.49,,https://www.chefstore.com/p/grain-craft-neapolitan-italian-style-pizza-flour_7671136/
flour,Gold Medal Better For Bread Flour,FLOUR,10 LB,4,13.49,50.39,https://www.chefstore.com/p/gold-medal-better-for-bread-flour_9660366/
flour,Fisher Grain Craft All Purpose Bleached Flour,FLOUR,50 LB,1,20.59,,https://www.chefstore.com/p/fisher-grain-craft-all-purpose-bleached-flour_7983932/
flour,Morbread Grain Craft Unbleached Flour,FLOUR,50 LB,1,21.09,,https://www.chefstore.com/p/morbread-grain-craft-unbleached-flour_5020623/
flour,Bob's Red Mill Organic Dark Rye Flour,FLOUR,25 LB,1,35.89,,https://www.chefstore.com/p/bobs-red-mill-organic-dark-rye-flour_6103989/
flour,Pendleton Grain Craft Pizza Blend Flour,FLOUR,42 LB,1,16.99,,https://www.chefstore.com/p/pendleton-grain-craft-pizza-blend-flour_2020634/
yellow mustard,French's Yellow Mustard,"MUSTARD, BULK & TABLETOP",105 OZ,4,5.69,21.59,https://www.chefstore.com/p/frenchs-yellow-mustard_5736780/
yellow mustard,French Yellow Mustard Packets,"MUSTARD, SINGLE SERVICE",500/7 GR,1,12.69,,https://www.chefstore.com/p/french-yellow-mustard-packets_5205468/
tamari,Kikkoman Gluten Free Tamari Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",.5 GA,6,13.39,78.19,https://www.chefstore.com/p/kikkoman-gluten-free-tamari-soy-sauce_9841289/
tamari,Jarritos Tamarind Soda,"SODA, CARBONATED READY TO DRINK",24/12.5 OZ,1,27.39,,https://www.chefstore.com/p/jarritos-tamarind-soda_8989139/
tamari,Jarritos Tamarindo Soda,"SODA, CARBONATED READY TO DRINK",1.5 LT,8,2.79,21.19,https://www.chefstore.com/p/jarritos-tamarindo-soda_9445636/
tamari,Kikkoman Gluten Free Tamari Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",5 GA,1,95.69,,https://www.chefstore.com/p/kikkoman-gluten-free-tamari-soy-sauce_7074456/
soy sauce,Kikkoman Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",1 GA,4,13.69,51.59,https://www.chefstore.com/p/kikkoman-soy-sauce_8002164/
soy sauce,Kikkoman Less Sodium Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",.5 GA,6,9.89,53.39,https://www.chefstore.com/p/kikkoman-less-sodium-soy-sauce_5018395/
soy sauce,ABC Sweet Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",21 OZ,12,7.69,81.79,https://www.chefstore.com/p/abc-sweet-soy-sauce_3058066/
soy sauce,Double High Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",5 GA,1,38.89,,https://www.chefstore.com/p/double-high-soy-sauce_2166815/
soy sauce,Kikkoman Soy Sauce Dispenser Bottle,"SAUCE, SOY, BULK, READY TO SERVE",5 OZ,12,2.19,23.69,https://www.chefstore.com/p/kikkoman-soy-sauce-dispenser-bottle_6008130/
soy sauce,Kikkoman Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",5 OZ,12,1.59,16.59,https://www.chefstore.com/p/kikkoman-soy-sauce_3000932/
soy sauce,Kikkoman Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",10 OZ,12,2.59,28.19,https://www.chefstore.com/p/kikkoman-soy-sauce_5008131/
soy sauce,Lee Kum Kee Soy Sauce,"SAUCE, SOY, BULK, READY TO SERVE",5 GA,1,37.99,,https://www.chefstore.com/p/lee-kum-kee-soy-sauce_1502335/
soy sauce,Double High Soy Sauce Packets,"SAUCES, OTHER, SINGLE SERVICE",500 EA,1,17.69,,https://www.chefstore.com/p/double-high-soy-sauce-packets_4637921/
soy sauce,Kikkoman 4 Gal Soy Sauce Cube W/ Dispensing Spigot,"SAUCE, SOY, BULK, READY TO SERVE",4 GA,1,31.29,,https://www.chefstore.com/p/kikkoman-4-gal-soy-sauce-cube-w-dispensing-spigot_4265971/
oregano,Monarch Mexican Oregano,SPICES,2 OZ,4,5.09,20.19,https://www.chefstore.com/p/monarch-mexican-oregano_5210951/
oregano,Oregano Fresh,"HERBS, OTHER, FRESH",4 OZ,4,4.69,18.69,https://www.chefstore.com/p/oregano-fresh_1890556/
oregano,Mccormick Oregano Ground,SPICES,13 OZ,1,16.69,,https://www.chefstore.com/p/mccormick-oregano-ground_1011033/
oregano,Mccormick Oregano Leaves,SPICES,5 OZ,1,10.69,,https://www.chefstore.com/p/mccormick-oregano-leaves_1011064/
oregano,Mccormick Oregano Leaves,SPICES,24 OZ,1,33.09,,https://www.chefstore.com/p/mccormick-oregano-leaves_1011132/
oregano,Monarch Oregano,SPICES,24 OZ,3,22.59,67.69,https://www.chefstore.com/p/monarch-oregano_6474867/
basil dried,Monarch Dried Basil,SPICES,4 OZ,4,3.99,15.99,https://www.chefstore.com/p/monarch-dried-basil_2719487/
thyme,Siri Produce Fresh Thyme,"HERBS, OTHER, FRESH",4 OZ,4,4.89,19.39,https://www.chefstore.com/p/siri-produce-fresh-thyme_5339989/
thyme,Mccormick Thyme Leaves,SPICES,6 OZ,1,12.59,,https://www.chefstore.com/p/mccormick-thyme-leaves_1011046/
thyme,Mccormick Ground Thyme,SPICES,11 OZ,1,17.79,,https://www.chefstore.com/p/mccormick-ground-thyme_1011102/
garlic powder,Monarch Garlic Powder,SPICES,20 OZ,6,14.09,84.19,https://www.chefstore.com/p/monarch-garlic-powder_5754272/
garlic powder,Monarch Garlic Powder,SPICES,12 OZ,4,7.89,31.59,https://www.chefstore.com/p/monarch-garlic-powder_2886065/
garlic powder,Mccormick Garlic Powder,SPICES,21 OZ,1,18.89,,https://www.chefstore.com/p/mccormick-garlic-powder_1011075/
garlic powder,Mccormick Granulated Garlic,SPICES,26 OZ,1,23.39,,https://www.chefstore.com/p/mccormick-granulated-garlic_1017346/
garlic powder,Monarch Garlic Powder,SPICES,102 OZ,3,57.69,173.09,https://www.chefstore.com/p/monarch-garlic-powder_8223253/
garlic powder,Mccormick Granulated Garlic,SPICES,7.25 LB,1,93.49,,https://www.chefstore.com/p/mccormick-granulated-garlic_1011115/
garlic powder,Monarch Granulated Garlic,SPICES,115 OZ,3,55.19,165.49,https://www.chefstore.com/p/monarch-granulated-garlic_5582487/
garlic powder,Monarch Granulated Garlic,SPICES,13 OZ,4,6.99,27.89,https://www.chefstore.com/p/monarch-granulated-garlic_8543500/
garlic powder,Monarch Granulated Garlic Spice,SPICES,23 OZ,6,16.69,99.59,https://www.chefstore.com/p/monarch-granulated-garlic-spice_5289469/
garlic powder,Armanino Foods Dried Tomato And Garlic Pesto,"SAUCE, PESTO, READY TO SERVE, FROZEN",30 OZ,3,15.99,46.09,https://www.chefstore.com/p/armanino-foods-dried-tomato-garlic-pesto_5445655/
white pepper,Mccormick White Pepper,"PEPPER, BULK",18 OZ,1,35.89,,https://www.chefstore.com/p/mccormick-white-pepper_1011130/
white pepper,Monarch Ground White Pepper,"PEPPER, BULK",20 OZ,6,28.99,173.79,https://www.chefstore.com/p/monarch-ground-white-pepper_4609116/
white pepper,Monarch Ground White Pepper,"PEPPER, BULK",12 OZ,4,13.39,53.49,https://www.chefstore.com/p/monarch-ground-white-pepper_8820572/
white pepper,Erin's White Cheddar Peppered Popcorn,"POPCORN, COOKED",1 OZ,15,2.09,30.19,https://www.chefstore.com/p/erins-white-cheddar-peppered-popcorn_0906574/
white pepper,Winco White 64 Oz Scoop,"SCOOPS, DISHERS, SHAKERS NOT SALT & PEPPER",1 EA,1,7.69,,https://www.chefstore.com/p/winco-white-64-oz-scoop_0645176/
cayenne,Mccormick Ground Cayenne Pepper,SPICES,14 OZ,1,12.19,,https://www.chefstore.com/p/mccormick-ground-cayenne-pepper_1011227/
bay leaves,Monarch Whole Bay Leaves,SPICES,8 OZ,3,15.59,46.69,https://www.chefstore.com/p/monarch-whole-bay-leaves_3249492/
bay leaves,Mccormick Whole Bay Leaves,SPICES,2 OZ,1,13.89,,https://www.chefstore.com/p/mccormick-whole-bay-leaves_1011045/
celery,Celery Sticks 2.5 Lb,"CELERY, FRESH, VALUE ADDED",2.5 LB,16,5.09,76.49,https://www.chefstore.com/p/celery-sticks-25-lb_1157041/
celery,Tanimura & Antle Celery 12/3ct Bag,"CELERY, FRESH",3 EA,12,4.29,51.19,https://www.chefstore.com/p/tanimura-antle-celery-123ct-bag_8714662/
celery,Celery Hearts 4 Count,"CELERY, FRESH, VALUE ADDED",4 EA,11,5.19,56.99,https://www.chefstore.com/p/celery-hearts-4-count_5226556/
celery,Celery 24 Count,"CELERY, FRESH",24 EA,1,68.09,,https://www.chefstore.com/p/celery-24-count_7868166/
celery,Mccormick Celery Salt,SPICES,30 OZ,1,10.99,,https://www.chefstore.com/p/mccormick-celery-salt_1011131/
celery,Mccormick Whole Celery Seed,SPICES,16 OZ,1,15.49,,https://www.chefstore.com/p/mccormick-whole-celery-seed_1011062/
parsley,River Fresh Farms Italian Parsley Bunch,"HERBS, OTHER, FRESH",6 EA,6,4.99,29.49,https://www.chefstore.com/p/river-fresh-farms-italian-parsley-bunch_7216323/
parsley,True Leaf Parsley Clean & Trim,"PARSLEY, FRESH",1 LB,4,5.09,20.09,https://www.chefstore.com/p/true-leaf-parsley-clean-trim_8837705/
parsley,Monarch Parsley Flakes,SPICES,1.5 OZ,4,5.59,22.19,https://www.chefstore.com/p/monarch-parsley-flakes_0120348/
parsley,Monarch Parsley Flakes,SPICES,14 OZ,3,16.49,49.39,https://www.chefstore.com/p/monarch-parsley-flakes_5044864/
parsley,Mccormick Parsley Flakes,SPICES,10 OZ,1,18.99,,https://www.chefstore.com/p/mccormick-parsley-flakes_1011041/
spinach,Gold Coast Packing Whole Leaf Spinach Bag,"SPINACH, FRESH",40 OZ,6,4.49,26.49,https://www.chefstore.com/p/gold-coast-packing-whole-leaf-spinach-bag_3026443/
spinach,Baby Spinach Clamshell,"SPINACH, FRESH",1 LB,6,5.09,29.79,https://www.chefstore.com/p/baby-spinach-clamshell_1090531/
spinach,True Leaf Baby Spinach,"SPINACH, FRESH",4 LB,1,12.99,,https://www.chefstore.com/p/true-leaf-baby-spinach_2597240/
spinach,Garden-fresh Chopped Spinach,"SPINACH, FROZEN",48 OZ,12,4.09,46.99,https://www.chefstore.com/p/garden-fresh-chopped-spinach_5810111/
spinach,Flav-r-pac Chopped Spinach,"SPINACH, FROZEN",3 LB,12,3.49,39.79,https://www.chefstore.com/p/flav-r-pac-chopped-spinach_7018377/
spinach,Spring Valley Spanakopita Spinach & Cheese Filos,HORS D'OEUVRES & CANAPES (NOT FOR FRYER) FROZEN,24 OZ,6,21.79,127.19,https://www.chefstore.com/p/spring-valley-spanakopita-spinach-cheese-filos_9898066/
spinach,CHEF'STORE West Conv Ozuna Spinach Flavor Tortilla 12 Inch,"TORTILLA & TACO SHELLS, SHELF STABLE",10 EA,1,5.39,,https://www.chefstore.com/p/chefstore-west-conv-ozuna-spinach-flavor-tortilla-12-inch_9104615/
spinach,La Fiesta Mission Spinach Wrap Tortilla 13.5 Inch,"TORTILLA & TACO SHELLS, SHELF STABLE",10 EA,1,5.19,,https://www.chefstore.com/p/la-fiesta-mission-spinach-wrap-tortilla-135-inch_9197647/
spinach,Mission Garden Spinach Wrap Tortilla,"TORTILLA & TACO SHELLS, SHELF STABLE",6 EA,1,4.09,,https://www.chefstore.com/p/mission-garden-spinach-wrap-tortilla_5123523/
spinach,Organic Baby Spinach Carton,"SPINACH, FRESH",4 LB,1,14.59,,https://www.chefstore.com/p/organic-baby-spinach-carton_6775662/
peas,Garden Fresh Green Peas,"VEGETABLES, OTHER, FROZEN",5 LB,6,6.99,39.89,https://www.chefstore.com/p/garden-fresh-green-peas_6179532/
peas,Crystal Valley Foods Bag Snow Peas,"PEAS, FRESH",2 LB,5,9.69,48.29,https://www.chefstore.com/p/crystal-valley-foods-bag-snow-peas_1023170/
peas,Crystal Valley Sugar Snap Peas Bag,"PEAS, FRESH",2 LB,5,9.69,48.29,https://www.chefstore.com/p/crystal-valley-sugar-snap-peas-bag_0021187/
peas,Garden-fresh Peas & Carrots,"VEGETABLES, MIXED, FROZEN",5 LB,6,5.39,32.29,https://www.chefstore.com/p/garden-fresh-peas-carrots_2444455/
peas,Garden-fresh Sweet Petite Peas,"PEAS, GREEN, FROZEN",5 LB,6,7.19,41.19,https://www.chefstore.com/p/garden-fresh-sweet-petite-peas_1623858/
peas,Bob's Red Mill Chickpea Flour Gluten-free,FLOUR,25 LB,1,37.49,,https://www.chefstore.com/p/bobs-red-mill-chickpea-flour-gluten-free_9723396/
peas,Fiesta Blackeye Peas,"PEAS, BLACK-EYED, DRY",25 LB,1,38.09,,https://www.chefstore.com/p/fiesta-blackeye-peas_0641304/
peas,Fiesta Green Split Peas,"PEAS, GREEN, DRY",25 LB,1,15.59,,https://www.chefstore.com/p/fiesta-green-split-peas_0997611/
peas,Fiesta Green Split Peas,"PEAS, GREEN, DRY",10 LB,4,8.99,33.19,https://www.chefstore.com/p/fiesta-green-split-peas_2583451/
peas,Fiesta Yellow Split Peas,"PEAS, GREEN, DRY",25 LB,1,15.59,,https://www.chefstore.com/p/fiesta-yellow-split-peas_5907152/
squash,Baloian Farms Yellow Squash,"SQUASH, FRESH",6 EA,8,5.59,44.69,https://www.chefstore.com/p/baloian-farms-yellow-squash_9312987/
squash,Butternut Diced Squash,"SQUASH, FRESH, VALUE ADDED",2 LB,6,6.79,40.29,https://www.chefstore.com/p/butternut-diced-squash_1074667/
squash,Blount Butternut Squash And Apple Soup,"SOUP, FROZEN",2/4 LB,1,29.39,,https://www.chefstore.com/p/blount-butternut-squash-apple-soup_4357408/
squash,Green Zucchini Squash,"ZUCCHINI, FRESH",20.000 LB,1,33.29,,https://www.chefstore.com/p/green-zucchini-squash_3468279/
cabbage,True Leaf Green Cabbage,"CABBAGE, FRESH",1 EA,12,2.19,24.69,https://www.chefstore.com/p/true-leaf-green-cabbage_1021396/
cabbage,Wrapped Red Cabbage,"CABBAGE, FRESH",1 EA,12,2.29,26.19,https://www.chefstore.com/p/wrapped-red-cabbage_3026552/
cabbage,True Leaf Cabbage Green Shredded Fresh Bag,"CABBAGE, FRESH, VALUE ADDED",5 LB,6,4.79,28.49,https://www.chefstore.com/p/true-leaf-cabbage-green-shredded-fresh-bag_8906993/
cabbage,True Leaf Shredded Red Cabbage,"CABBAGE, FRESH, VALUE ADDED",5 LB,6,4.69,27.99,https://www.chefstore.com/p/true-leaf-shredded-red-cabbage_0185113/
cabbage,True Leaf Cabbage Green Diced Fresh Bag,"CABBAGE, FRESH, VALUE ADDED",5 LB,6,4.49,26.99,https://www.chefstore.com/p/true-leaf-cabbage-green-diced-fresh-bag_5194611/
cabbage,Napa Cabbage 30 Pound,"CABBAGE, FRESH",30 LB,1,29.09,,https://www.chefstore.com/p/napa-cabbage-30-pound_9074451/
cabbage,Green Cabbage 45 Lb,"CABBAGE, FRESH",45 LB,1,26.49,,https://www.chefstore.com/p/green-cabbage-45-lb_3384153/
cabbage,Cleveland Kitchen Cabbage Kimchi,"VEGETABLES, RICE, PREPARED, REFRIGERATED",2 GA,1,37.89,,https://www.chefstore.com/p/cleveland-kitchen-cabbage-kimchi_1664625/
cabbage,Shanghai Bok Choy,"CABBAGE, FRESH",2 LB,6,6.49,38.99,https://www.chefstore.com/p/shanghai-bok-choy_1089658/
